NumberOfSamplePoint, frequency, freq_position, freq_true, S_real, S_imag, S_abs, S_dB
54,3,428.55,3.003,-0.76689,0.61145,0.98082,-0.16825
54,4,571.4,3.997,0.86172,0.42632,0.96141,-0.3418
54,5,714.25,4.998,-0.015049,-0.006699,0.016473,-35.665
54,6,857.1,5.999,0.0032538,-0.0040225,0.0051738,-45.724
54,7,999.95,7,-0.026797,-0.040835,0.048843,-26.224
55,0,0,0,1,0,1,-2.1978e-10
55,1,142.85,1.001,0.29644,-0.90868,0.95581,-0.39255
55,2,285.7,2.002,-0.73603,-0.56863,0.9301,-0.62942
55,3,428.55,3.003,-0.70181,0.68637,0.98165,-0.16084
55,4,571.4,3.997,0.92494,0.26534,0.96224,-0.33431
55,5,714.25,4.998,0.0083785,-0.00029457,0.0083836,-41.531
55,6,857.1,5.999,0.016174,-0.017271,0.023662,-32.519
55,7,999.95,7,-0.0026824,-0.0052991,0.0059393,-44.525
56,0,0,0,1,0,1,-2.0769e-10
56,1,142.85,1.001,0.33824,-0.90632,0.96738,-0.2881
56,2,285.7,2.002,-0.70973,-0.62034,0.94262,-0.51325
56,3,428.55,3.003,-0.7633,0.60945,0.97675,-0.2043
56,4,571.4,3.997,0.87472,0.34844,0.94157,-0.52293
56,5,714.25,4.998,0.01171,0.0029174,0.012068,-38.367
56,6,857.1,5.999,0.02188,-0.01841,0.028595,-30.874
56,7,999.95,7,-6.4499e-05,-1.8343e-06,6.4526e-05,-83.805
57,0,0,0,1,0,1,-2.0414e-10
57,1,142.85,1.001,0.38216,-0.88288,0.96204,-0.33611
57,2,285.7,2.002,-0.61682,-0.69205,0.92704,-0.65807
57,3,428.55,3.003,-0.88264,0.40333,0.97042,-0.26076
57,4,571.4,3.997,0.50812,0.79982,0.94758,-0.46772
57,5,714.25,4.998,-0.10238,-0.081434,0.13082,-17.666
57,6,857.1,5.999,0.0095123,-0.0095256,0.013462,-37.418
57,7,999.95,7,-0.0041905,-0.0095148,0.010397,-39.662
58,0,0,0,1,0,1,-2.119e-10
58,1,142.85,1.001,0.33418,-0.89107,0.95167,-0.43026
58,2,285.7,2.002,-0.66707,-0.62572,0.91461,-0.77532
58,3,428.55,3.003,-0.79354,0.56889,0.9764,-0.20748
58,4,571.4,3.997,0.81929,0.46103,0.9401,-0.53653
58,5,714.25,4.998,-0.0018804,-0.002511,0.003137,-50.07
58,6,857.1,5.999,0.0018705,-0.0026244,0.0032228,-49.835
58,7,999.95,7,-0.037726,-0.04993,0.062581,-24.071
59,0,0,0,1,0,1,-2.1889e-10
59,1,142.85,1.001,0.28788,-0.91691,0.96104,-0.34516
59,2,285.7,2.002,-0.76552,-0.54878,0.9419,-0.51991
59,3,428.55,3.003,-0.65389,0.73592,0.98446,-0.13605
59,4,571.4,3.997,0.94317,0.14073,0.95361,-0.4126
59,5,714.25,4.998,-0.003173,-0.0038755,0.0050087,-46.006
59,6,857.1,5.999,0.01498,-0.015459,0.021526,-33.341
59,7,999.95,7,-0.00094228,-0.0016423,0.0018934,-54.455
60,0,0,0,1,0,1,-2.1124e-10
60,1,142.85,1.001,0.3475,-0.89223,0.95751,-0.37716
60,2,285.7,2.002,-0.65902,-0.64316,0.92085,-0.71626
60,3,428.55,3.003,-0.8254,0.5049,0.96758,-0.28625
60,4,571.4,3.997,0.72308,0.64599,0.96961,-0.2681
60,5,714.25,4.998,-0.019631,-0.016043,0.025352,-31.92
60,6,857.1,5.999,0.017437,-0.016288,0.023861,-32.446
60,7,999.95,7,-0.0013334,-0.0028369,0.0031346,-50.076
61,0,0,0,1,0,1,-2.1945e-10
61,1,142.85,1.001,0.33473,-0.89859,0.95891,-0.36442
61,2,285.7,2.002,-0.69233,-0.62022,0.92951,-0.63489
61,3,428.55,3.003,-0.7621,0.6176,0.98093,-0.1672
61,4,571.4,3.997,0.90351,0.31745,0.95766,-0.37578
61,5,714.25,4.998,0.0020458,-0.0015376,0.0025592,-51.838
61,6,857.1,5.999,0.0011967,-0.0015878,0.0019883,-54.031
61,7,999.95,7,-0.040493,-0.051113,0.065209,-23.714
62,0,0,0,1,0,1,-2.0949e-10
62,1,142.85,1.001,0.33753,-0.90318,0.96419,-0.31677
62,2,285.7,2.002,-0.6977,-0.62671,0.93784,-0.55739
62,3,428.55,3.003,-0.79197,0.57359,0.97787,-0.19439
62,4,571.4,3.997,0.77474,0.58466,0.97059,-0.25925
62,5,714.25,4.998,-0.03529,-0.028439,0.045322,-26.874
62,6,857.1,5.999,0.020757,-0.017092,0.026888,-31.409
62,7,999.95,7,-0.00026379,-0.0002753,0.00038128,-68.375
63,0,0,0,1,0,1,-2.1226e-10
63,1,142.85,1.001,0.32527,-0.90371,0.96046,-0.35039
63,2,285.7,2.002,-0.71085,-0.60948,0.93636,-0.57114
63,3,428.55,3.003,-0.74981,0.63807,0.98456,-0.13519
63,4,571.4,3.997,0.82879,0.44148,0.93904,-0.5463
63,5,714.25,4.998,-0.034538,-0.0098424,0.035913,-28.895
63,6,857.1,5.999,0.0013499,-0.001744,0.0022054,-53.13
63,7,999.95,7,-0.041878,-0.053517,0.067955,-23.356
64,0,0,0,1,0,1,-2.0195e-10
64,1,142.85,1.001,0.39179,-0.87881,0.96219,-0.33478
64,2,285.7,2.002,-0.59813,-0.69944,0.92032,-0.72125
64,3,428.55,3.003,-0.88276,0.3513,0.9501,-0.44463
64,4,571.4,3.997,0.49738,0.8365,0.9732,-0.23592
64,5,714.25,4.998,-0.027597,-0.036661,0.045887,-26.766
64,6,857.1,5.999,0.025854,-0.018902,0.032027,-29.89
64,7,999.95,7,-0.00072691,-0.001526,0.0016903,-55.441
65,0,0,0,1,0,1,-2.1539e-10
65,1,142.85,1.001,0.31543,-0.90046,0.95411,-0.40807
65,2,285.7,2.002,-0.70463,-0.59884,0.92473,-0.67972
65,3,428.55,3.003,-0.74634,0.63777,0.98173,-0.1602
65,4,571.4,3.997,0.87824,0.37422,0.95465,-0.40314
65,5,714.25,4.998,0.0040937,-0.001755,0.004454,-47.025
65,6,857.1,5.999,0.0061764,-0.0080962,0.010183,-39.842
65,7,999.95,7,-0.017346,-0.029126,0.0339,-29.396
66,0,0,0,1,0,1,-2.0713e-10
66,1,142.85,1.001,0.35544,-0.88757,0.9561,-0.38998
66,2,285.7,2.002,-0.64639,-0.6519,0.91804,-0.74273
66,3,428.55,3.003,-0.82553,0.51243,0.97164,-0.24989
66,4,571.4,3.997,0.7993,0.5208,0.954,-0.40902
66,5,714.25,4.998,0.0056854,-0.0012513,0.0058215,-44.699
66,6,857.1,5.999,0.0012323,-0.0015179,0.0019552,-54.176
66,7,999.95,7,-0.063654,-0.073935,0.097561,-20.214
67,0,0,0,1,0,1,-2.0654e-10
67,1,142.85,1.001,0.35999,-0.89153,0.96147,-0.3413
67,2,285.7,2.002,-0.65498,-0.66138,0.93082,-0.6227
67,3,428.55,3.003,-0.8398,0.50049,0.97763,-0.19653
67,4,571.4,3.997,0.66957,0.67112,0.94802,-0.46369
67,5,714.25,4.998,-0.031141,-0.01906,0.036511,-28.752
67,6,857.1,5.999,0.012619,-0.013474,0.018461,-34.675
67,7,999.95,7,-0.0020225,-0.0042926,0.0047452,-46.475
68,0,0,0,1,0,1,-2.1169e-10
68,1,142.85,1.001,0.32537,-0.904,0.96078,-0.34757
68,2,285.7,2.002,-0.70872,-0.6067,0.93294,-0.60297
68,3,428.55,3.003,-0.75323,0.62462,0.97853,-0.18855
68,4,571.4,3.997,0.89003,0.37075,0.96416,-0.31699
68,5,714.25,4.998,-0.0059431,-0.0051074,0.0078362,-42.118
68,6,857.1,5.999,0.009004,-0.009813,0.013318,-37.511
68,7,999.95,7,-0.0056012,-0.011748,0.013015,-37.711
69,0,0,0,1,0,1,-2.1702e-10
69,1,142.85,1.001,0.29505,-0.91445,0.96087,-0.3467
69,2,285.7,2.002,-0.76328,-0.55656,0.94464,-0.49465
69,3,428.55,3.003,-0.62413,0.76159,0.98466,-0.13428
69,4,571.4,3.997,0.9529,0.032503,0.95346,-0.41399
69,5,714.25,4.998,-0.0099996,-0.0013442,0.01009,-39.923
69,6,857.1,5.999,0.00015553,-0.00013652,0.00020694,-73.683
69,7,999.95,7,-0.066002,-0.064566,0.092331,-20.693
70,0,0,0,1,0,1,-2.0368e-10
70,1,142.85,1.001,0.37094,-0.88951,0.96376,-0.32065
70,2,285.7,2.002,-0.64094,-0.67748,0.93262,-0.60588
70,3,428.55,3.003,-0.86589,0.44595,0.97398,-0.22901
70,4,571.4,3.997,0.54244,0.7876,0.95632,-0.38789
70,5,714.25,4.998,-0.11189,-0.10803,0.15553,-16.164
70,6,857.1,5.999,0.014057,-0.01213,0.018568,-34.625
70,7,999.95,7,-0.00096213,-0.0021135,0.0023222,-52.682
71,0,0,0,1,0,1,-2.0086e-10
71,1,142.85,1.001,0.39171,-0.87742,0.96089,-0.34657
71,2,285.7,2.002,-0.59347,-0.69677,0.91525,-0.76916
71,3,428.55,3.003,-0.87458,0.34382,0.93974,-0.53986
71,4,571.4,3.997,0.53347,0.79407,0.95663,-0.38514
71,5,714.25,4.998,0.024738,0.016219,0.029581,-30.58
71,6,857.1,5.999,0.036616,-0.02494,0.044303,-27.071
71,7,999.95,7,-0.00044433,-0.00065477,0.0007913,-62.033
72,0,0,0,1,0,1,-2.1365e-10
72,1,142.85,1.001,0.32101,-0.9006,0.9561,-0.38995
72,2,285.7,2.002,-0.70038,-0.60353,0.92455,-0.68142
72,3,428.55,3.003,-0.75582,0.61933,0.97716,-0.20069
72,4,571.4,3.997,0.89051,0.37004,0.96433,-0.31549
72,5,714.25,4.998,-0.002301,-0.0032714,0.0039996,-47.96
72,6,857.1,5.999,0.0057943,-0.006984,0.0090747,-40.843
72,7,999.95,7,-0.017331,-0.030037,0.034678,-29.199
73,0,0,0,1,0,1,-2.0568e-10
73,1,142.85,1.001,0.36087,-0.88486,0.95562,-0.39429
73,2,285.7,2.002,-0.63617,-0.66168,0.9179,-0.74411
73,3,428.55,3.003,-0.84204,0.49132,0.9749,-0.22082
73,4,571.4,3.997,0.68066,0.60586,0.91124,-0.80735
73,5,714.25,4.998,-0.032324,-0.0089695,0.033545,-29.487
73,6,857.1,5.999,0.0015767,-0.0022575,0.0027535,-51.202
73,7,999.95,7,-0.020675,-0.030094,0.036512,-28.751
74,0,0,0,1,0,1,-1.9863e-10
74,1,142.85,1.001,0.39736,-0.88151,0.96693,-0.29207
74,2,285.7,2.002,-0.607,-0.70783,0.93245,-0.6075
74,3,428.55,3.003,-0.88881,0.37185,0.96346,-0.32333
74,4,571.4,3.997,0.51109,0.82831,0.9733,-0.23509
74,5,714.25,4.998,-0.05033,-0.053078,0.073146,-22.716
74,6,857.1,5.999,0.015309,-0.012611,0.019834,-34.052
74,7,999.95,7,-0.0031996,-0.0081833,0.0087866,-41.124
75,0,0,0,1,0,1,-1.9881e-10
75,1,142.85,1.001,0.39963,-0.87306,0.96018,-0.35298
75,2,285.7,2.002,-0.575,-0.7126,0.91565,-0.76537
75,3,428.55,3.003,-0.90244,0.29034,0.94799,-0.46392
75,4,571.4,3.997,0.32076,0.92136,0.9756,-0.21458
75,5,714.25,4.998,-0.1198,-0.24859,0.27595,-11.183
75,6,857.1,5.999,0.021974,-0.015175,0.026704,-31.468
75,7,999.95,7,2.8384e-05,1.588e-05,3.2525e-05,-89.756
76,0,0,0,1,0,1,-2.1165e-10
76,1,142.85,1.001,0.33035,-0.89916,0.95792,-0.37337
76,2,285.7,2.002,-0.69096,-0.61532,0.92523,-0.67501
76,3,428.55,3.003,-0.77204,0.59293,0.97345,-0.23372
76,4,571.4,3.997,0.88673,0.36592,0.95926,-0.36124
76,5,714.25,4.998,0.017203,0.0030524,0.017471,-35.154
76,6,857.1,5.999,0.0091753,-0.01019,0.013712,-37.258
76,7,999.95,7,-0.015069,-0.028287,0.03205,-29.883
77,0,0,0,1,0,1,-2.0616e-10
77,1,142.85,1.001,0.36671,-0.88627,0.95914,-0.3624
77,2,285.7,2.002,-0.63012,-0.66985,0.91965,-0.72759
77,3,428.55,3.003,-0.86094,0.42331,0.95938,-0.36015
77,4,571.4,3.997,0.57383,0.78667,0.97373,-0.23126
77,5,714.25,4.998,-0.043736,-0.047823,0.064806,-23.768
77,6,857.1,5.999,0.028978,-0.021648,0.036172,-28.833
77,7,999.95,7,9.0954e-05,-4.2928e-05,0.00010058,-79.95
78,0,0,0,1,0,1,-2.0064e-10
78,1,142.85,1.001,0.38739,-0.88208,0.9634,-0.32386
78,2,285.7,2.002,-0.60956,-0.696,0.92519,-0.67541
78,3,428.55,3.003,-0.88185,0.37078,0.95663,-0.38514
78,4,571.4,3.997,0.50483,0.83272,0.9738,-0.23065
78,5,714.25,4.998,-0.01196,-0.022798,0.025745,-31.786
78,6,857.1,5.999,0.042852,-0.027639,0.050993,-25.85
78,7,999.95,7,0.00039226,-0.0012221,0.0012835,-57.832
79,0,0,0,1,0,1,-2.1637e-10
79,1,142.85,1.001,0.29853,-0.91449,0.96199,-0.33661
79,2,285.7,2.002,-0.75367,-0.56152,0.93986,-0.53878
79,3,428.55,3.003,-0.66704,0.72019,0.98164,-0.16094
79,4,571.4,3.997,0.91052,0.011073,0.91059,-0.81358
79,5,714.25,4.998,0.017658,0.0033139,0.017966,-34.911
79,6,857.1,5.999,0.012116,-0.012955,0.017737,-35.022
79,7,999.95,7,-0.0046912,-0.009889,0.010945,-39.215
80,0,0,0,1,0,1,-2.1047e-10
80,1,142.85,1.001,0.33955,-0.89096,0.95347,-0.41384
80,2,285.7,2.002,-0.66317,-0.63117,0.91551,-0.76673
80,3,428.55,3.003,-0.80144,0.55158,0.97291,-0.23855
80,4,571.4,3.997,0.82547,0.47916,0.95446,-0.40487
80,5,714.25,4.998,-0.0049839,-0.0032822,0.0059676,-44.484
80,6,857.1,5.999,0.001802,-0.0023738,0.0029803,-50.515
80,7,999.95,7,-0.039766,-0.052685,0.066008,-23.608
81,0,0,0,1,0,1,-2.0561e-10
81,1,142.85,1.001,0.36289,-0.88964,0.9608,-0.34732
81,2,285.7,2.002,-0.64808,-0.66215,0.92653,-0.66285
81,3,428.55,3.003,-0.83914,0.49232,0.9729,-0.23861
81,4,571.4,3.997,0.70201,0.64715,0.95478,-0.4019
81,5,714.25,4.998,-0.044458,-0.021042,0.049186,-26.163
81,6,857.1,5.999,0.0032394,-0.0038883,0.0050609,-45.915
81,7,999.95,7,-0.015522,-0.026397,0.030622,-30.279
82,0,0,0,1,0,1,-2.0635e-10
82,1,142.85,1.001,0.35796,-0.88956,0.95889,-0.36466
82,2,285.7,2.002,-0.64646,-0.65561,0.92073,-0.71739
82,3,428.55,3.003,-0.83784,0.47583,0.96353,-0.32272
82,4,571.4,3.997,0.70244,0.67002,0.97075,-0.25789
82,5,714.25,4.998,-0.020238,-0.016853,0.026336,-31.589
82,6,857.1,5.999,0.014102,-0.013252,0.019352,-34.266
82,7,999.95,7,-0.0031676,-0.0074463,0.008092,-41.839
83,0,0,0,1,0,1,-2.118e-10
83,1,142.85,1.001,0.33094,-0.90448,0.96312,-0.32637
83,2,285.7,2.002,-0.70717,-0.61997,0.94045,-0.53324
83,3,428.55,3.003,-0.77829,0.60235,0.98415,-0.13874
83,4,571.4,3.997,0.74634,0.58589,0.94883,-0.45622
83,5,714.25,4.998,-0.063566,-0.037826,0.073969,-22.619
83,6,857.1,5.999,0.014371,-0.014085,0.020122,-33.926
83,7,999.95,7,-0.00020983,-0.00020576,0.00029389,-70.636
84,0,0,0,1,0,1,-2.0728e-10
84,1,142.85,1.001,0.33952,-0.90723,0.96868,-0.2764
84,2,285.7,2.002,-0.714,-0.62086,0.94618,-0.48048
84,3,428.55,3.003,-0.75443,0.6244,0.97931,-0.18159
84,4,571.4,3.997,0.89107,0.22506,0.91905,-0.73319
84,5,714.25,4.998,0.03628,0.013667,0.038769,-28.23
84,6,857.1,5.999,0.021578,-0.019501,0.029084,-30.727
84,7,999.95,7,-0.00050694,-0.00079718,0.00094472,-60.494
85,0,0,0,1,0,1,-2.0495e-10
85,1,142.85,1.001,0.37358,-0.87989,0.95592,-0.39159
85,2,285.7,2.002,-0.60966,-0.67877,0.91236,-0.79665
85,3,428.55,3.003,-0.87141,0.39766,0.95786,-0.37398
85,4,571.4,3.997,0.58923,0.7655,0.96601,-0.30033
85,5,714.25,4.998,-0.0085457,-0.010007,0.013159,-37.615
85,6,857.1,5.999,0.012968,-0.013264,0.01855,-34.633
85,7,999.95,7,-0.0094876,-0.020128,0.022252,-33.052
86,0,0,0,1,0,1,-2.0991e-10
86,1,142.85,1.001,0.33653,-0.89987,0.96073,-0.34793
86,2,285.7,2.002,-0.68974,-0.62292,0.92939,-0.63603
86,3,428.55,3.003,-0.78143,0.57968,0.97296,-0.23806
86,4,571.4,3.997,0.86183,0.42378,0.96038,-0.35113
86,5,714.25,4.998,0.0093989,0.00081062,0.0094338,-40.506
86,6,857.1,5.999,0.011806,-0.011995,0.016831,-35.478
86,7,999.95,7,-0.0077659,-0.016596,0.018323,-34.74
87,0,0,0,1,0,1,-2.1009e-10
87,1,142.85,1.001,0.33899,-0.90356,0.96505,-0.30897
87,2,285.7,2.002,-0.7001,-0.62905,0.9412,-0.52639
87,3,428.55,3.003,-0.78996,0.58344,0.98205,-0.15729
87,4,571.4,3.997,0.75675,0.59217,0.96091,-0.34637
87,5,714.25,4.998,-0.061568,-0.037864,0.07228,-22.82
87,6,857.1,5.999,0.008412,-0.0083813,0.011875,-38.508
87,7,999.95,7,-0.0056643,-0.012489,0.013714,-37.257
88,0,0,0,1,0,1,-1.9959e-10
88,1,142.85,1.001,0.39993,-0.86628,0.95414,-0.40778
88,2,285.7,2.002,-0.55432,-0.70395,0.896,-0.95383
88,3,428.55,3.003,-0.87619,0.26347,0.91495,-0.77207
88,4,571.4,3.997,0.44339,0.83411,0.94463,-0.49476
88,5,714.25,4.998,0.071961,0.057283,0.091977,-20.726
88,6,857.1,5.999,0.044419,-0.031727,0.054586,-25.258
88,7,999.95,7,-0.00022061,-0.00015038,0.00026699,-71.47
89,0,0,0,1,0,1,-2.1302e-10
89,1,142.85,1.001,0.33143,-0.89646,0.95576,-0.393
89,2,285.7,2.002,-0.68601,-0.62277,0.92652,-0.66287
89,3,428.55,3.003,-0.77992,0.59843,0.98305,-0.14846
89,4,571.4,3.997,0.76883,0.49692,0.91544,-0.76736
89,5,714.25,4.998,-0.023505,-0.0069099,0.0245,-32.217
89,6,857.1,5.999,0.0027366,-0.0038354,0.0047116,-46.537
89,7,999.95,7,-0.025441,-0.037417,0.045247,-26.888
90,0,0,0,1,0,1,-2.0922e-10
90,1,142.85,1.001,0.33989,-0.89982,0.96188,-0.33762
90,2,285.7,2.002,-0.69055,-0.62985,0.93464,-0.58707
90,3,428.55,3.003,-0.78655,0.58531,0.98044,-0.1716
90,4,571.4,3.997,0.82977,0.48777,0.96252,-0.33183
90,5,714.25,4.998,-0.0045312,-0.0046617,0.006501,-43.74
90,6,857.1,5.999,0.0077197,-0.0088361,0.011733,-38.612
90,7,999.95,7,-0.011871,-0.022533,0.025469,-31.88
91,0,0,0,1,0,1,-2.0651e-10
91,1,142.85,1.001,0.36018,-0.88371,0.95429,-0.40635
91,2,285.7,2.002,-0.62992,-0.65926,0.91183,-0.80177
91,3,428.55,3.003,-0.84426,0.4652,0.96394,-0.31898
91,4,571.4,3.997,0.72865,0.62432,0.95953,-0.35879
91,5,714.25,4.998,0.0016956,-0.0027166,0.0032024,-49.891
91,6,857.1,5.999,0.0049233,-0.0061492,0.0078773,-42.072
91,7,999.95,7,-0.01902,-0.03191,0.037148,-28.601
92,0,0,0,1,0,1,-2.0925e-10
92,1,142.85,1.001,0.35202,-0.88512,0.95255,-0.42223
92,2,285.7,2.002,-0.63555,-0.65528,0.91286,-0.7919
92,3,428.55,3.003,-0.85311,0.46382,0.97105,-0.25517
92,4,571.4,3.997,0.57293,0.71829,0.9188,-0.73556
92,5,714.25,4.998,-0.12786,-0.074374,0.14792,-16.599
92,6,857.1,5.999,0.005851,-0.0069861,0.0091126,-40.807
92,7,999.95,7,-0.0051667,-0.01044,0.011648,-38.675
93,0,0,0,1,0,1,-2.0777e-10
93,1,142.85,1.001,0.35394,-0.88859,0.95648,-0.38646
93,2,285.7,2.002,-0.64222,-0.65295,0.91586,-0.76345
93,3,428.55,3.003,-0.84499,0.45485,0.95963,-0.35795
93,4,571.4,3.997,0.61705,0.75229,0.97298,-0.23794
93,5,714.25,4.998,-0.062527,-0.060649,0.087109,-21.199
93,6,857.1,5.999,0.02306,-0.018218,0.029388,-30.636
93,7,999.95,7,6.9613e-05,-2.9047e-05,7.543e-05,-82.449
94,0,0,0,1,0,1,-2.0803e-10
94,1,142.85,1.001,0.34544,-0.89769,0.96186,-0.3378
94,2,285.7,2.002,-0.68384,-0.63889,0.93584,-0.57592
94,3,428.55,3.003,-0.794,0.57989,0.98321,-0.14704
94,4,571.4,3.997,0.79174,0.51156,0.94262,-0.51322
94,5,714.25,4.998,-0.0048571,-0.0041563,0.0063927,-43.886
94,6,857.1,5.999,0.0058047,-0.0073992,0.0094044,-40.533
94,7,999.95,7,-0.012352,-0.021919,0.02516,-31.986
95,0,0,0,1,0,1,-2.0703e-10
95,1,142.85,1.001,0.34409,-0.9052,0.9684,-0.27893
95,2,285.7,2.002,-0.70675,-0.63184,0.94801,-0.46377
95,3,428.55,3.003,-0.77443,0.60717,0.98408,-0.13942
95,4,571.4,3.997,0.85405,0.44961,0.96517,-0.30794
95,5,714.25,4.998,-0.00045362,-0.00336,0.0033905,-49.395
95,6,857.1,5.999,0.010571,-0.011157,0.01537,-36.267
95,7,999.95,7,-0.0057439,-0.012257,0.013536,-37.37
96,0,0,0,1,0,1,-2.0745e-10
96,1,142.85,1.001,0.3484,-0.89812,0.96333,-0.32449
96,2,285.7,2.002,-0.67282,-0.63802,0.92723,-0.65627
96,3,428.55,3.003,-0.80818,0.50681,0.95395,-0.40951
96,4,571.4,3.997,0.71941,0.58214,0.92544,-0.67305
96,5,714.25,4.998,0.013983,0.0079703,0.016095,-35.866
96,6,857.1,5.999,0.060495,-0.030367,0.067689,-23.39
96,7,999.95,7,0.0027222,-0.013033,0.013314,-37.514
97,0,0,0,1,0,1,-2.0364e-10
97,1,142.85,1.001,0.365,-0.89653,0.96798,-0.28265
97,2,285.7,2.002,-0.66443,-0.66495,0.94002,-0.53728
97,3,428.55,3.003,-0.84224,0.48567,0.97223,-0.24459
97,4,571.4,3.997,0.64216,0.7318,0.9736,-0.23242
97,5,714.25,4.998,-0.049222,-0.059243,0.077023,-22.268
97,6,857.1,5.999,0.030712,-0.019706,0.03649,-28.756
97,7,999.95,7,0.00032677,-0.0010532,0.0011027,-59.151
98,0,0,0,1,0,1,-2.0751e-10
98,1,142.85,1.001,0.35997,-0.8951,0.96477,-0.31149
98,2,285.7,2.002,-0.66523,-0.65924,0.93655,-0.56936
98,3,428.55,3.003,-0.83333,0.51083,0.97744,-0.19821
98,4,571.4,3.997,0.69166,0.66998,0.96295,-0.32795
98,5,714.25,4.998,-0.041035,-0.028379,0.049892,-26.039
98,6,857.1,5.999,0.011781,-0.011404,0.016397,-35.705
98,7,999.95,7,-0.0040022,-0.0091985,0.010031,-39.973
99,0,0,0,1,0,1,-2.1274e-10
99,1,142.85,1.001,0.3157,-0.9096,0.96283,-0.32902
99,2,285.7,2.002,-0.73667,-0.58903,0.94321,-0.50786
99,3,428.55,3.003,-0.69336,0.70048,0.9856,-0.12596
99,4,571.4,3.997,0.93333,0.20766,0.95615,-0.38947
99,5,714.25,4.998,-0.010413,-0.002932,0.010817,-39.318
99,6,857.1,5.999,0.0012372,-0.0017139,0.0021138,-53.499
99,7,999.95,7,-0.029045,-0.038747,0.048425,-26.299
100,0,0,0,1,0,1,-2.0511e-10
100,1,142.85,1.001,0.37,-0.88716,0.96122,-0.34355
100,2,285.7,2.002,-0.63505,-0.67585,0.92739,-0.65475
100,3,428.55,3.003,-0.86437,0.446,0.97265,-0.24083
100,4,571.4,3.997,0.57096,0.75827,0.94919,-0.45291
100,5,714.25,4.998,-0.086732,-0.062731,0.10704,-19.409
100,6,857.1,5.999,0.0098329,-0.0099047,0.013957,-37.104
100,7,999.95,7,-0.0038411,-0.0086942,0.0095049,-40.441
101,0,0,0,1,0,1,-2.0463e-10
101,1,142.85,1.001,0.36909,-0.88579,0.95961,-0.35814
101,2,285.7,2.002,-0.63222,-0.67493,0.92478,-0.67919
101,3,428.55,3.003,-0.86336,0.45001,0.9736,-0.23239
101,4,571.4,3.997,0.58315,0.73108,0.93517,-0.58219
101,5,714.25,4.998,-0.075045,-0.042805,0.086394,-21.27
101,6,857.1,5.999,0.0061987,-0.0070699,0.0094025,-40.535
101,7,999.95,7,-0.010279,-0.01991,0.022407,-32.992
102,0,0,0,1,0,1,-2.0663e-10
102,1,142.85,1.001,0.34759,-0.90322,0.9678,-0.28431
102,2,285.7,2.002,-0.70046,-0.64144,0.94979,-0.44748
102,3,428.55,3.003,-0.78793,0.59388,0.98667,-0.11656
102,4,571.4,3.997,0.68383,0.58826,0.90203,-0.89554
102,5,714.25,4.998,-0.08661,-0.037174,0.094251,-20.514
102,6,857.1,5.999,0.0036391,-0.0045067,0.0057925,-44.743
102,7,999.95,7,-0.0068798,-0.013017,0.014723,-36.64
103,0,0,0,1,0,1,-2.1803e-10
103,1,142.85,1.001,0.29865,-0.91191,0.95956,-0.35852
103,2,285.7,2.002,-0.74212,-0.5711,0.93643,-0.57049
103,3,428.55,3.003,-0.71173,0.67712,0.98237,-0.15454
103,4,571.4,3.997,0.87796,0.40879,0.96847,-0.27831
103,5,714.25,4.998,-0.037632,-0.022781,0.04399,-27.133
103,6,857.1,5.999,0.015936,-0.014799,0.021748,-33.252
103,7,999.95,7,-0.0017624,-0.0036223,0.0040282,-47.898
104,0,0,0,1,0,1,-2.075e-10
104,1,142.85,1.001,0.35229,-0.89611,0.96288,-0.3286
104,2,285.7,2.002,-0.67083,-0.64515,0.93072,-0.62364
104,3,428.55,3.003,-0.81265,0.52932,0.96983,-0.26605
104,4,571.4,3.997,0.79958,0.53679,0.96305,-0.32703
104,5,714.25,4.998,0.011491,0.0022159,0.011703,-38.634
104,6,857.1,5.999,0.018208,-0.016453,0.024541,-32.202
104,7,999.95,7,-0.0022046,-0.0051274,0.0055813,-45.065
105,0,0,0,1,0,1,-2.1185e-10
105,1,142.85,1.001,0.33117,-0.89902,0.95808,-0.37198
105,2,285.7,2.002,-0.68386,-0.61971,0.92288,-0.69711
105,3,428.55,3.003,-0.7975,0.54312,0.96488,-0.31056
105,4,571.4,3.997,0.75742,0.59919,0.96577,-0.30256
105,5,714.25,4.998,-0.0073452,-0.012442,0.014448,-36.804
105,6,857.1,5.999,0.044509,-0.030028,0.053691,-25.402
105,7,999.95,7,0.001145,-0.0094313,0.0095006,-40.445
106,0,0,0,1,0,1,-2.0836e-10
106,1,142.85,1.001,0.34432,-0.90648,0.96967,-0.26753
106,2,285.7,2.002,-0.70657,-0.63714,0.95141,-0.43265
106,3,428.55,3.003,-0.79799,0.57837,0.98555,-0.12645
106,4,571.4,3.997,0.68115,0.66385,0.95114,-0.4351
106,5,714.25,4.998,-0.10684,-0.088587,0.13879,-17.153
106,6,857.1,5.999,0.01319,-0.011158,0.017277,-35.251
106,7,999.95,7,-0.00024999,-0.00030813,0.00039679,-68.029
107,0,0,0,1,0,1,-2.1075e-10
107,1,142.85,1.001,0.33353,-0.90191,0.9616,-0.34008
107,2,285.7,2.002,-0.69675,-0.61856,0.93171,-0.61443
107,3,428.55,3.003,-0.77455,0.58988,0.97359,-0.23243
107,4,571.4,3.997,0.86954,0.39061,0.95324,-0.41596
107,5,714.25,4.998,0.021861,0.0065827,0.02283,-32.83
